"Id","FIPS","Geography","Year","Variable","Value"
"0600000US0900551350","0900551350","New Hartford town","2013-2017","MoE","9648"
"0600000US0900552630","0900552630","New Milford town","2013-2017","Income","83676"
"0600000US0900552630","0900552630","New Milford town","2013-2017","MoE","4572"
"0600000US0900553470","0900553470","Norfolk town","2013-2017","Income","74844"
"0600000US0900553470","0900553470","Norfolk town","2013-2017","MoE","6169"
"0600000US0900554030","0900554030","North Canaan town","2013-2017","Income","72411"
"0600000US0900554030","0900554030","North Canaan town","2013-2017","MoE","18068"
"0600000US0900560750","0900560750","Plymouth town","2013-2017","Income","73430"
"0600000US0900560750","0900560750","Plymouth town","2013-2017","MoE","6329"
"0600000US0900565930","0900565930","Roxbury town","2013-2017","Income","119167"
"0600000US0900565930","0900565930","Roxbury town","2013-2017","MoE","28619"
"0600000US0900566420","0900566420","Salisbury town","2013-2017","Income","83217"
"0600000US0900566420","0900566420","Salisbury town","2013-2017","MoE","9814"
"0600000US0900567960","0900567960","Sharon town","2013-2017","Income","81442"
"0600000US0900567960","0900567960","Sharon town","2013-2017","MoE","17053"
"0600000US0900575730","0900575730","Thomaston town","2013-2017","Income","67639"
"0600000US0900575730","0900575730","Thomaston town","2013-2017","MoE","5213"
"0600000US0900576570","0900576570","Torrington town","2013-2017","Income","61313"
"0600000US0900576570","0900576570","Torrington town","2013-2017","MoE","2401"
"0600000US0900579510","0900579510","Warren town","2013-2017","Income","98750"
"0600000US0900579510","0900579510","Warren town","2013-2017","MoE","15257"
"0600000US0900579720","0900579720","Washington town","2013-2017","Income","93975"
"0600000US0900579720","0900579720","Washington town","2013-2017","MoE","5371"
"0600000US0900580490","0900580490","Watertown town","2013-2017","Income","77946"
"0600000US0900580490","0900580490","Watertown town","2013-2017","MoE","8020"
"0600000US0900586440","0900586440","Winchester town","2013-2017","Income","57468"
"0600000US0900586440","0900586440","Winchester town","2013-2017","MoE","6143"
"0600000US0900587910","0900587910","Woodbury town","2013-2017","Income","82923"
"0600000US0900587910","0900587910","Woodbury town","2013-2017","MoE","8151"
"0600000US0900714300","0900714300","Chester town","2013-2017","Income","86675"
"0600000US0900714300","0900714300","Chester town","2013-2017","MoE","11104"
"0600000US0900715350","0900715350","Clinton town","2013-2017","Income","76509"
"0600000US0900715350","0900715350","Clinton town","2013-2017","MoE","5562"
"0600000US0900718080","0900718080","Cromwell town","2013-2017","Income","85856"
"0600000US0900718080","0900718080","Cromwell town","2013-2017","MoE","4279"
"0600000US0900719130","0900719130","Deep River town","2013-2017","Income","69028"
"0600000US0900719130","0900719130","Deep River town","2013-2017","MoE","8835"
"0600000US0900720810","0900720810","Durham town","2013-2017","Income","116232"
"0600000US0900720810","0900720810","Durham town","2013-2017","MoE","7299"
"0600000US0900722280","0900722280","East Haddam town","2013-2017","Income","78177"
"0600000US0900722280","0900722280","East Haddam town","2013-2017","MoE","8546"
"0600000US0900722490","0900722490","East Hampton town","2013-2017","Income","99104"
"0600000US0900722490","0900722490","East Hampton town","2013-2017","MoE","3927"
"0600000US0900726270","0900726270","Essex town","2013-2017","Income","87857"
"0600000US0900726270","0900726270","Essex town","2013-2017","MoE","10893"
"0600000US0900735230","0900735230","Haddam town","2013-2017","Income","105920"
"0600000US0900735230","0900735230","Haddam town","2013-2017","MoE","10586"
"0600000US0900740710","0900740710","Killingworth town","2013-2017","Income","113413"
"0600000US0900740710","0900740710","Killingworth town","2013-2017","MoE","13515"
"0600000US0900747080","0900747080","Middlefield town","2013-2017","Income","103844"
"0600000US0900747080","0900747080","Middlefield town","2013-2017","MoE","15068"
"0600000US0900747360","0900747360","Middletown town","2013-2017","Income","63914"
"0600000US0900747360","0900747360","Middletown town","2013-2017","MoE","3110"
"0600000US0900757320","0900757320","Old Saybrook town","2013-2017","Income","74185"
"0600000US0900757320","0900757320","Old Saybrook town","2013-2017","MoE","4327"
"0600000US0900761800","0900761800","Portland town","2013-2017","Income","88433"
"0600000US0900761800","0900761800","Portland town","2013-2017","MoE","13506"
"0600000US0900781680","0900781680","Westbrook town","2013-2017","Income","95583"
"0600000US0900781680","0900781680","Westbrook town","2013-2017","MoE","18118"
"0600000US0900901220","0900901220","Ansonia town","2013-2017","Income","45563"
"0600000US0900901220","0900901220","Ansonia town","2013-2017","MoE","6221"
"0600000US0900903250","0900903250","Beacon Falls town","2013-2017","Income","88355"
"0600000US0900903250","0900903250","Beacon Falls town","2013-2017","MoE","14912"
"0600000US0900904580","0900904580","Bethany town","2013-2017","Income","109844"
"0600000US0900904580","0900904580","Bethany town","2013-2017","MoE","20417"
"0600000US0900907310","0900907310","Branford town","2013-2017","Income","75366"
"0600000US0900907310","0900907310","Branford town","2013-2017","MoE","7542"
"0600000US0900914160","0900914160","Cheshire town","2013-2017","Income","107579"
"0600000US0900914160","0900914160","Cheshire town","2013-2017","MoE","7511"
"0600000US0900919550","0900919550","Derby town","2013-2017","Income","57432"
"0600000US0900919550","0900919550","Derby town","2013-2017","MoE","6703"
"0600000US0900922910","0900922910","East Haven town","2013-2017","Income","63051"
"0600000US0900922910","0900922910","East Haven town","2013-2017","MoE","3183"
"0600000US0900934950","0900934950","Guilford town","2013-2017","Income","107587"
"0600000US0900934950","0900934950","Guilford town","2013-2017","MoE","7132"
"0600000US0900935650","0900935650","Hamden town","2013-2017","Income","74281"
"0600000US0900935650","0900935650","Hamden town","2013-2017","MoE","3661"
"0600000US0900944560","0900944560","Madison town","2013-2017","Income","108167"
"0600000US0900944560","0900944560","Madison town","2013-2017","MoE","7843"
"0600000US0900946520","0900946520","Meriden town","2013-2017","Income","57350"
"0600000US0900946520","0900946520","Meriden town","2013-2017","MoE","2602"
"0600000US0900946940","0900946940","Middlebury town","2013-2017","Income","105036"
"0600000US0900946940","0900946940","Middlebury town","2013-2017","MoE","8160"
"0600000US0900947535","0900947535","Milford town","2013-2017","Income","86382"
"0600000US0900947535","0900947535","Milford town","2013-2017","MoE","4151"
"0600000US0900949950","0900949950","Naugatuck town","2013-2017","Income","63452"
"0600000US0900949950","0900949950","Naugatuck town","2013-2017","MoE","6156"
"0600000US0900952070","0900952070","New Haven town","2013-2017","Income","39191"
"0600000US0900952070","0900952070","New Haven town","2013-2017","MoE","1664"
"0600000US0900953890","0900953890","North Branford town","2013-2017","Income","83637"
"0600000US0900953890","0900953890","North Branford town","2013-2017","MoE","4171"
"0600000US0900954870","0900954870","North Haven town","2013-2017","Income","96273"
"0600000US0900954870","0900954870","North Haven town","2013-2017","MoE","6729"
"0600000US0900957600","0900957600","Orange town","2013-2017","Income","109538"
"0600000US0900957600","0900957600","Orange town","2013-2017","MoE","10563"
"0600000US0900958300","0900958300","Oxford town","2013-2017","Income","104316"
"0600000US0900958300","0900958300","Oxford town","2013-2017","MoE","8595"
"0600000US0900962290","0900962290","Prospect town","2013-2017","Income","102617"
"0600000US0900962290","0900962290","Prospect town","2013-2017","MoE","11903"
"0600000US0900967610","0900967610","Seymour town","2013-2017","Income","75550"
"0600000US0900967610","0900967610","Seymour town","2013-2017","MoE","9519"
"0600000US0900969640","0900969640","Southbury town","2013-2017","Income","90324"
"0600000US0900969640","0900969640","Southbury town","2013-2017","MoE","5743"
"0600000US0900978740","0900978740","Wallingford town","2013-2017","Income","77128"
"0600000US0900978740","0900978740","Wallingford town","2013-2017","MoE","2733"
"0600000US0900980070","0900980070","Waterbury town","2013-2017","Income","40879"
"0600000US0900980070","0900980070","Waterbury town","2013-2017","MoE","1811"
"0600000US0900982870","0900982870","West Haven town","2013-2017","Income","55299"
"0600000US0900982870","0900982870","West Haven town","2013-2017","MoE","2646"
"0600000US0900987560","0900987560","Wolcott town","2013-2017","Income","87045"
"0600000US0900987560","0900987560","Wolcott town","2013-2017","MoE","8291"
"0600000US0900987700","0900987700","Woodbridge town","2013-2017","Income","138320"
"0600000US0900987700","0900987700","Woodbridge town","2013-2017","MoE","17696"
"0600000US0901106820","0901106820","Bozrah town","2013-2017","Income","82500"
"0600000US0901106820","0901106820","Bozrah town","2013-2017","MoE","9405"
"0600000US0901115910","0901115910","Colchester town","2013-2017","Income","101031"
"0600000US0901115910","0901115910","Colchester town","2013-2017","MoE","4695"
"0600000US0901123400","0901123400","East Lyme town","2013-2017","Income","83590"
"0600000US0901123400","0901123400","East Lyme town","2013-2017","MoE","5991"
"0600000US0901129910","0901129910","Franklin town","2013-2017","Income","92279"
"0600000US0901129910","0901129910","Franklin town","2013-2017","MoE","20626"
"0600000US0901133900","0901133900","Griswold town","2013-2017","Income","60521"
"0600000US0901133900","0901133900","Griswold town","2013-2017","MoE","5917"
"0600000US0901134250","0901134250","Groton town","2013-2017","Income","63895"
"0600000US0901134250","0901134250","Groton town","2013-2017","MoE","2525"
"0600000US0901142390","0901142390","Lebanon town","2013-2017","Income","93531"
"0600000US0901142390","0901142390","Lebanon town","2013-2017","MoE","9227"
"0600000US0901142600","0901142600","Ledyard town","2013-2017","Income","88163"
"0600000US0901142600","0901142600","Ledyard town","2013-2017","MoE","6350"
"0600000US0901143230","0901143230","Lisbon town","2013-2017","Income","85296"
"0600000US0901143230","0901143230","Lisbon town","2013-2017","MoE","8246"
"0600000US0901144210","0901144210","Lyme town","2013-2017","Income","84922"
"0600000US0901144210","0901144210","Lyme town","2013-2017","MoE","14343"
"0600000US0901148900","0901148900","Montville town","2013-2017","Income","72639"
"0600000US0901148900","0901148900","Montville town","2013-2017","MoE","5925"
"0600000US0901152350","0901152350","New London town","2013-2017","Income","37331"
"0600000US0901152350","0901152350","New London town","2013-2017","MoE","4812"
"0600000US0901155500","0901155500","North Stonington town","2013-2017","Income","84833"
"0600000US0901155500","0901155500","North Stonington town","2013-2017","MoE","13672"
"0600000US0901156270","0901156270","Norwich town","2013-2017","Income","53682"
"0600000US0901156270","0901156270","Norwich town","2013-2017","MoE","2599"
"0600000US0901157040","0901157040","Old Lyme town","2013-2017","Income","95175"
"0600000US0901157040","0901157040","Old Lyme town","2013-2017","MoE","11293"
"0600000US0901162150","0901162150","Preston town","2013-2017","Income","74083"
"0600000US0901162150","0901162150","Preston town","2013-2017","MoE","9212"
"0600000US0901166210","0901166210","Salem town","2013-2017","Income","106719"
"0600000US0901166210","0901166210","Salem town","2013-2017","MoE","13163"
"0600000US0901171670","0901171670","Sprague town","2013-2017","Income","62178"
"0600000US0901171670","0901171670","Sprague town","2013-2017","MoE","6041"
"0600000US0901173770","0901173770","Stonington town","2013-2017","Income","78875"
"0600000US0901173770","0901173770","Stonington town","2013-2017","MoE","3038"
"0600000US0901178600","0901178600","Voluntown town","2013-2017","Income","81400"
"0600000US0901178600","0901178600","Voluntown town","2013-2017","MoE","7042"
"0600000US0901180280","0901180280","Waterford town","2013-2017","Income","79175"
"0600000US0901180280","0901180280","Waterford town","2013-2017","MoE","3304"
"0600000US0901301080","0901301080","Andover town","2013-2017","Income","100507"
"0600000US0901301080","0901301080","Andover town","2013-2017","MoE","16384"
"0600000US0901306260","0901306260","Bolton town","2013-2017","Income","101667"
"0600000US0901306260","0901306260","Bolton town","2013-2017","MoE","8934"
"0600000US0901316400","0901316400","Columbia town","2013-2017","Income","100179"
"0600000US0901316400","0901316400","Columbia town","2013-2017","MoE","10780"
"0600000US0901317800","0901317800","Coventry town","2013-2017","Income","88562"
"0600000US0901317800","0901317800","Coventry town","2013-2017","MoE","6133"
"0600000US0901325360","0901325360","Ellington town","2013-2017","Income","82507"
"0600000US0901325360","0901325360","Ellington town","2013-2017","MoE","4537"
"0600000US0901337910","0901337910","Hebron town","2013-2017","Income","104519"
"0600000US0901337910","0901337910","Hebron town","2013-2017","MoE","11025"
"0600000US0901344910","0901344910","Mansfield town","2013-2017","Income","58819"
"0600000US0901344910","0901344910","Mansfield town","2013-2017","MoE","8557"
"0600000US0901369220","0901369220","Somers town","2013-2017","Income","101897"
"0600000US0901369220","0901369220","Somers town","2013-2017","MoE","5912"
"0600000US0901372090","0901372090","Stafford town","2013-2017","Income","68813"
"0600000US0901372090","0901372090","Stafford town","2013-2017","MoE","8230"
"0600000US0901376290","0901376290","Tolland town","2013-2017","Income","112740"
"0600000US0901376290","0901376290","Tolland town","2013-2017","MoE","6609"
"0600000US0901377830","0901377830","Union town","2013-2017","Income","93750"
"0600000US0901377830","0901377830","Union town","2013-2017","MoE","23378"
"0600000US0901378250","0901378250","Vernon town","2013-2017","Income","60648"
"0600000US0901378250","0901378250","Vernon town","2013-2017","MoE","4112"
"0600000US0901385950","0901385950","Willington town","2013-2017","Income","75885"
"0600000US0901385950","0901385950","Willington town","2013-2017","MoE","7137"
"0600000US0901501430","0901501430","Ashford town","2013-2017","Income","68846"
"0600000US0901501430","0901501430","Ashford town","2013-2017","MoE","16216"
"0600000US0901509190","0901509190","Brooklyn town","2013-2017","Income","75000"
"0600000US0901509190","0901509190","Brooklyn town","2013-2017","MoE","12867"
"0600000US0901512130","0901512130","Canterbury town","2013-2017","Income","89213"
"0600000US0901512130","0901512130","Canterbury town","2013-2017","MoE","7105"
"0600000US0901513810","0901513810","Chaplin town","2013-2017","Income","76932"
"0600000US0901513810","0901513810","Chaplin town","2013-2017","MoE","13804"
"0600000US0901521860","0901521860","Eastford town","2013-2017","Income","84375"
"0600000US0901521860","0901521860","Eastford town","2013-2017","MoE","10401"
"0600000US0901536000","0901536000","Hampton town","2013-2017","Income","74265"
"0600000US0901536000","0901536000","Hampton town","2013-2017","MoE","3742"
"0600000US0901540500","0901540500","Killingly town","2013-2017","Income","54868"
"0600000US0901540500","0901540500","Killingly town","2013-2017","MoE","9921"
"0600000US0901559980","0901559980","Plainfield town","2013-2017","Income","67409"
"0600000US0901559980","0901559980","Plainfield town","2013-2017","MoE","5878"
"0600000US0901561030","0901561030","Pomfret town","2013-2017","Income","84457"
"0600000US0901561030","0901561030","Pomfret town","2013-2017","MoE","16208"
"0600000US0901562710","0901562710","Putnam town","2013-2017","Income","58416"
"0600000US0901562710","0901562710","Putnam town","2013-2017","MoE","6543"
"0600000US0901567400","0901567400","Scotland town","2013-2017","Income","85714"
"0600000US0901567400","0901567400","Scotland town","2013-2017","MoE","7488"
"0600000US0901573420","0901573420","Sterling town","2013-2017","Income","75574"
"0600000US0901573420","0901573420","Sterling town","2013-2017","MoE","7089"
"0600000US0901575870","0901575870","Thompson town","2013-2017","Income","77267"
"0600000US0901575870","0901575870","Thompson town","2013-2017","MoE","6200"
"0600000US0901586790","0901586790","Windham town","2013-2017","Income","41293"
"0600000US0901586790","0901586790","Windham town","2013-2017","MoE","2154"
"0600000US0901588190","0901588190","Woodstock town","2013-2017","Income","81441"
"0600000US0901588190","0901588190","Woodstock town","2013-2017","MoE","13038"
